Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,CustomerID,Age,Gender,Income,CampaignChannel,CampaignType,AdSpend,ClickThroughRate,ConversionRate,WebsiteVisits,PagesPerVisit,TimeOnSite,SocialShares,EmailOpens,EmailClicks,PreviousPurchases,LoyaltyPoints,AdvertisingPlatform,AdvertisingTool,Conversion
7497,7497,7497,7497,7497,CUST7498,58-61,1,75718-85001,baidu,Consideration,6609.673487979454,0.15672885062594868,0.1483205985071563,4,7.965519796933664,10.776975152675144,31,10-11,4,0-4,648,isConfid,isConfid,1
7498,7498,7498,7498,7498,CUST7499,38-41,1,140706-149989,instagram,Conversion,5632.281555348082,0.12385840934171054,0.18104866161677588,15,1.7126845396926498,10.386917350023385,48,10-11,4,0-4,687,isConfid,isConfid,1
7499,7499,7499,7499,7499,CUST7500,58-61,0,103570-112853,partner site,Conversion,5801.77694574664,0.09348724168785515,0.17065857766079917,45,1.9625862852949552,4.542245060382644,83,0-1,2,5-9,820,isConfid,isConfid,1
7500,7500,7500,7500,7500,CUST7501,26-29,0,103570-112853,protonmail,Conversion,5110.811894594295,0.15717327157681296,0.03048242427272947,41,0.8340957846518378,7.396673893120354,38,8-9,8,5-9,1454,isConfid,isConfid,0
7501,7501,7501,7501,7501,CUST7502,58-61,1,75718-85001,affiliate,Conversion,9617.03770530497,0.10551780522256905,0.12822476828047813,48,10.093240951073223,1.856926130304776,50,8-9,2,0-4,3246,isConfid,isConfid,0
7502,7502,7502,7502,7502,CUST7503,50-53,1,131422-140705,zoho,Consideration,9450.236726128542,0.1315088132100841,0.12333238810680658,15,4.617330460041587,1.5961263220081434,15,6-7,4,5-9,778,isConfid,isConfid,1
7503,7503,7503,7503,7503,CUST7504,66-69,0,20014-29297,tiktok,Retention,3592.0492054918213,0.22251122496487685,0.06507510854191902,48,9.594307823531485,7.085106625533757,38,12-13,0,0-4,4022,isConfid,isConfid,0
7504,7504,7504,7504,7504,CUST7505,50-53,0,66434-75717,linkedin ads,Conversion,3653.665189982359,0.1952140267950579,0.043290159343756233,47,4.706963202719991,8.554741212633385,59,10-11,9,5-9,737,isConfid,isConfid,1
7505,7505,7505,7505,7505,CUST7506,54-57,0,140706-149989,online directory,Retention,5534.292267293194,0.22296994053189237,0.043436407265143084,9,2.023569085036054,5.232650506897921,4,16-17,6,0-4,1122,isConfid,isConfid,1
7506,7506,7506,7506,7506,CUST7507,58-61,0,112854-122137,bing,Conversion,1062.7156900446014,0.21767316291822958,0.04418732772779159,17,4.226140251771932,0.8437766856181057,80,2-3,7,5-9,3853,isConfid,isConfid,1
7507,7507,7507,7507,7507,CUST7508,34-37,0,131422-140705,news portal,Awareness,2969.072584586298,0.24148477833195195,0.16185127608874705,37,4.797889919034815,9.714754205406607,99,6-7,7,5-9,2915,isConfid,isConfid,0
7508,7508,7508,7508,7508,CUST7509,50-53,1,29298-38581,twitter,Conversion,2191.2474578097617,0.06527998500560213,0.0375311876596499,16,2.345196058810819,10.450799488469118,63,8-9,9,5-9,2626,isConfid,isConfid,0
7509,7509,7509,7509,7509,CUST7510,62-65,0,103570-112853,facebook ads,Retention,2201.8494104473853,0.3017930139200085,0.05686815200303281,40,1.2906491832097136,4.8861511238320325,47,18-19,0,0-4,1039,isConfid,isConfid,0
7510,7510,7510,7510,7510,CUST7511,22-25,0,94286-103569,bing ads,Conversion,6495.715728486035,0.1518365704939199,0.04566653695432114,39,3.7536488163941795,0.5549971842890834,25,6-7,9,0-4,4711,isConfid,isConfid,1
7511,7511,7511,7511,7511,CUST7512,62-65,1,29298-38581,blog,Awareness,4031.1436269705214,0.21967687782277728,0.141679378306684,30,5.813369372767675,9.617944372439936,50,6-7,9,5-9,1313,isConfid,isConfid,1
7512,7512,7512,7512,7512,CUST7513,46-49,1,20014-29297,news portal,Retention,1823.6938276584028,0.19708720573778513,0.041520217059256126,25,3.240265583826616,1.7365143416318043,67,2-3,9,5-9,4604,isConfid,isConfid,0
7513,7513,7513,7513,7513,CUST7514,18-21,1,20014-29297,online directory,Retention,8730.948901183508,0.17441131156352255,0.013614385150797817,25,9.488313406819344,3.627527528257075,25,14-15,0,5-9,352,isConfid,isConfid,0
7514,7514,7514,7514,7514,CUST7515,66-69,0,122138-131421,twitter,Retention,8937.231427693958,0.2933029799329284,0.08112026504415773,39,5.323673254732445,3.9999391595565257,19,14-15,6,5-9,731,isConfid,isConfid,1
7515,7515,7515,7515,7515,CUST7516,62-65,1,75718-85001,protonmail,Consideration,8651.51629171421,0.07697248212100215,0.06818640002152747,11,2.436904061019691,4.184334496620793,76,10-11,0,5-9,3217,isConfid,isConfid,1
7516,7516,7516,7516,7516,CUST7517,50-53,0,66434-75717,yahoo,Retention,3997.5712716933112,0.13868648658223903,0.08416510828023788,17,4.785523388971837,9.615984221748235,70,14-15,4,5-9,3380,isConfid,isConfid,0
7517,7517,7517,7517,7517,CUST7518,66-69,0,47866-57149,yahoo,Consideration,555.724707345091,0.05071033386524785,0.15574695604427682,33,7.349589130304563,1.6146639241444563,23,14-15,3,5-9,983,isConfid,isConfid,0
7518,7518,7518,7518,7518,CUST7519,30-33,0,47866-57149,facebook,Awareness,1111.531090882031,0.06545993434724515,0.01387636084499916,34,5.273825548154554,10.048480672181155,66,6-7,2,5-9,0,isConfid,isConfid,1
7519,7519,7519,7519,7519,CUST7520,62-65,0,47866-57149,linkedin ads,Retention,2649.65852191451,0.21928570457965663,0.018693508664245025,10,4.069075981627477,7.657127903669435,66,4-5,0,5-9,2543,isConfid,isConfid,0
7520,7520,7520,7520,7520,CUST7521,46-49,1,103570-112853,baidu,Retention,2190.3958972761716,0.016677498491208493,0.05768968804602963,29,1.9451765184755268,5.797832722359518,49,16-17,7,5-9,397,isConfid,isConfid,0
7521,7521,7521,7521,7521,CUST7522,46-49,0,122138-131421,linkedin ads,Retention,8911.43315222803,0.26447791802451287,0.1885452571138517,44,5.009715259572888,9.18411160135583,15,10-11,2,0-4,4297,isConfid,isConfid,0
7522,7522,7522,7522,7522,CUST7523,34-37,0,38582-47865,linkedin ads,Awareness,9936.068428185172,0.19886487142871034,0.03982966044473121,49,1.9072520793879666,13.507067108142392,94,8-9,9,0-4,3087,isConfid,isConfid,0
7523,7523,7523,7523,7523,CUST7524,38-41,1,20014-29297,online directory,Consideration,8344.100780439458,0.1360782937981992,0.20084022286488737,10,4.526188033249286,8.363964940122234,32,8-9,3,5-9,94,isConfid,isConfid,1
7524,7524,7524,7524,7524,CUST7525,66-69,0,66434-75717,google ads,Conversion,7215.910119508544,0.11340783411180509,0.16214685737954973,45,1.9951372247920625,3.0302836607780925,77,12-13,3,0-4,668,isConfid,isConfid,0
7525,7525,7525,7525,7525,CUST7526,38-41,0,112854-122137,linkedin ads,Awareness,5804.953422187163,0.0484781017804034,0.09717625484159424,3,6.975233342027384,8.60262577616433,49,18-19,0,0-4,1423,isConfid,isConfid,0
7526,7526,7526,7526,7526,CUST7527,34-37,1,94286-103569,instagram,Awareness,7499.754455172701,0.28104369386921707,0.15785868620817323,35,8.10659772038654,6.870893529322095,88,4-5,0,5-9,3848,isConfid,isConfid,0
7527,7527,7527,7527,7527,CUST7528,66-69,0,122138-131421,news portal,Awareness,9599.588624998834,0.2128561384410895,0.1118481253434675,9,3.040798935266906,14.143796875022401,1,6-7,3,0-4,299,isConfid,isConfid,1
7528,7528,7528,7528,7528,CUST7529,30-33,0,140706-149989,affiliate,Consideration,6144.7483848998945,0.10871140582121443,0.1146932232001494,33,1.8275668326539123,9.028365323910608,58,0-1,5,0-4,2228,isConfid,isConfid,1
7529,7529,7529,7529,7529,CUST7530,66-69,0,57150-66433,google,Consideration,1521.9740044428213,0.03280652760482987,0.1213156628262703,30,3.8867099262493534,0.8983734994206483,40,8-9,5,0-4,3546,isConfid,isConfid,1
7530,7530,7530,7530,7530,CUST7531,30-33,0,122138-131421,news portal,Consideration,1740.9074404448172,0.09284947925795768,0.1311265980576943,31,6.01060062123636,1.8952794786496523,76,2-3,3,5-9,609,isConfid,isConfid,0
7531,7531,7531,7531,7531,CUST7532,30-33,1,140706-149989,outlook,Consideration,5994.147834256672,0.06654120433727552,0.020361486710892437,49,7.901748880889988,8.343861152346332,62,8-9,5,5-9,4562,isConfid,isConfid,0
7532,7532,7532,7532,7532,CUST7533,22-25,1,103570-112853,facebook,Consideration,3432.5306284759854,0.2293931563142648,0.12479393078333108,27,4.503854686157349,12.156480150164395,81,12-13,1,5-9,4807,isConfid,isConfid,0
7533,7533,7533,7533,7533,CUST7534,42-45,0,140706-149989,bing,Retention,8978.850029419928,0.22193101516156488,0.14680134707962286,42,4.2924989037294266,2.0938400640116894,61,8-9,3,5-9,2218,isConfid,isConfid,0
7534,7534,7534,7534,7534,CUST7535,30-33,0,103570-112853,zoho,Conversion,6204.224209328869,0.1532761122733594,0.06681095712690566,36,9.230749191977631,8.815362785319826,83,12-13,3,5-9,3450,isConfid,isConfid,0
7535,7535,7535,7535,7535,CUST7536,66-69,0,112854-122137,bing ads,Conversion,6711.3093141836625,0.2616684378976974,0.18953994497187962,31,4.97698198008012,6.685336770348998,1,8-9,9,5-9,1903,isConfid,isConfid,1
7536,7536,7536,7536,7536,CUST7537,50-53,1,29298-38581,zoho,Consideration,200.5701857704702,0.0577120079226635,0.04218287276793824,31,5.060718603641645,5.812283174052137,6,6-7,4,5-9,3027,isConfid,isConfid,1
7537,7537,7537,7537,7537,CUST7538,22-25,0,103570-112853,yahoo,Consideration,5053.797008888125,0.13679097101489454,0.18656808604056158,16,4.558154959848301,1.529406064323063,76,4-5,0,5-9,4106,isConfid,isConfid,1
7538,7538,7538,7538,7538,CUST7539,30-33,1,20014-29297,news portal,Retention,4552.886967206755,0.21707295853877823,0.14190174961015717,33,4.381028609113741,13.114649093698443,7,4-5,2,0-4,140,isConfid,isConfid,0
7539,7539,7539,7539,7539,CUST7540,18-21,1,57150-66433,twitter,Consideration,7240.228357281979,0.027475031401205125,0.1392065291638223,34,7.356545286775147,11.845580958463358,2,16-17,2,0-4,3280,isConfid,isConfid,1
7540,7540,7540,7540,7540,CUST7541,62-65,0,131422-140705,google,Retention,3887.280287349206,0.11776681534239236,0.17488917919378968,38,3.375500389949056,13.959807005174481,13,4-5,3,0-4,2858,isConfid,isConfid,0
7541,7541,7541,7541,7541,CUST7542,30-33,1,94286-103569,yahoo,Retention,9571.219676157594,0.17564433445886024,0.1661197696695434,20,4.2340343312444215,2.639682776191193,86,18-19,2,5-9,2518,isConfid,isConfid,0
7542,7542,7542,7542,7542,CUST7543,58-61,1,29298-38581,yahoo,Awareness,6921.82182384079,0.11441964256506296,0.07320501985143818,31,3.5391542996222976,9.028359445530127,71,16-17,5,5-9,309,isConfid,isConfid,1
7543,7543,7543,7543,7543,CUST7544,50-53,1,131422-140705,duckduckgo,Awareness,6717.522550273354,0.15260921315519485,0.142743143202023,33,6.135941763780598,0.7507480600332693,32,18-19,1,0-4,3505,isConfid,isConfid,1
7544,7544,7544,7544,7544,CUST7545,38-41,1,20014-29297,bing,Consideration,9327.152261639081,0.18786139944830424,0.01806390391784222,33,9.902190930664563,2.936891058158678,26,8-9,4,0-4,1931,isConfid,isConfid,1
7545,7545,7545,7545,7545,CUST7546,54-57,0,103570-112853,baidu,Retention,9807.327107083904,0.12171423225500397,0.09989548316043854,7,4.586882595561058,12.167880780106547,10,16-17,5,0-4,4936,isConfid,isConfid,0
7546,7546,7546,7546,7546,CUST7547,46-49,0,57150-66433,news portal,Consideration,1943.7791234694325,0.04813336523418447,0.18749590522764503,15,9.777175466935876,4.419173410628214,96,18-19,8,0-4,3034,isConfid,isConfid,0
7547,7547,7547,7547,7547,CUST7548,46-49,1,94286-103569,duckduckgo,Awareness,8438.756455494955,0.048327743309184726,0.06078181516683776,34,6.863759958278574,3.3966593251324015,10,14-15,9,5-9,4184,isConfid,isConfid,0
7548,7548,7548,7548,7548,CUST7549,46-49,0,112854-122137,facebook ads,Awareness,1756.8335183933339,0.16427200648295348,0.01692836788320452,22,8.181133187393018,8.26729854308505,17,10-11,0,5-9,2163,isConfid,isConfid,1
7549,7549,7549,7549,7549,CUST7550,66-69,0,122138-131421,facebook,Awareness,4705.907703452243,0.05820733689843987,0.11833622591584682,21,4.017042759619718,10.057964335788128,91,14-15,2,0-4,2342,isConfid,isConfid,0
7550,7550,7550,7550,7550,CUST7551,66-69,0,94286-103569,twitter,Awareness,1060.0483593511287,0.2666049707613116,0.08141263976296716,30,2.989035200998554,9.246169710445244,89,10-11,6,0-4,1160,isConfid,isConfid,0
7551,7551,7551,7551,7551,CUST7552,30-33,1,140706-149989,twitter ads,Awareness,6161.990319198546,0.25597747591571685,0.08007694371914008,28,6.133992706263833,1.4277911411001234,93,18-19,7,5-9,4312,isConfid,isConfid,1
7552,7552,7552,7552,7552,CUST7553,18-21,0,29298-38581,yahoo,Consideration,4724.605477643752,0.1126072740850156,0.12263731472099287,37,9.851710567907276,14.254700376413213,73,6-7,4,0-4,4824,isConfid,isConfid,0
7553,7553,7553,7553,7553,CUST7554,50-53,0,85002-94285,gmail,Consideration,5989.086851839611,0.26204320298961875,0.12394305121936718,18,7.297740229819873,2.8859871804518296,41,6-7,8,0-4,265,isConfid,isConfid,0
7554,7554,7554,7554,7554,CUST7555,30-33,1,112854-122137,gmail,Awareness,6672.8568920075995,0.16027991207450346,0.09393011054391455,44,7.257507993670356,13.728304613598112,2,0-1,9,5-9,379,isConfid,isConfid,1
7555,7555,7555,7555,7555,CUST7556,58-61,0,122138-131421,zoho,Consideration,6114.023622475602,0.05569710586971414,0.11079603461289338,35,4.965178500664706,7.432894473699932,31,14-15,7,0-4,1678,isConfid,isConfid,1
7556,7556,7556,7556,7556,CUST7557,30-33,0,131422-140705,partner site,Awareness,3318.0654620640626,0.19270079539600915,0.19935412233615135,48,9.028743847352937,1.9799564264600797,35,2-3,0,5-9,2562,isConfid,isConfid,1
7557,7557,7557,7557,7557,CUST7558,46-49,0,122138-131421,bing ads,Awareness,8492.95902619495,0.21065103059308543,0.19737471669523793,8,7.261781395699045,2.89452351162056,9,6-7,0,0-4,1544,isConfid,isConfid,0
7558,7558,7558,7558,7558,CUST7559,50-53,1,140706-149989,whatsapp,Awareness,5475.6688319403065,0.0400573779422432,0.14398372000043969,34,7.159278891242388,6.530538687947949,84,10-11,7,0-4,3085,isConfid,isConfid,1
7559,7559,7559,7559,7559,CUST7560,34-37,1,94286-103569,facebook ads,Consideration,4992.366029987972,0.10214597976275155,0.037322076812890216,0,3.3395116571820873,14.900754938014366,54,14-15,8,5-9,1989,isConfid,isConfid,1
7560,7560,7560,7560,7560,CUST7561,22-25,1,66434-75717,facebook,Consideration,9773.469418391107,0.007483029793364236,0.07538567371111057,32,9.582089627284695,13.270491313508984,70,18-19,8,0-4,79,isConfid,isConfid,1
7561,7561,7561,7561,7561,CUST7562,46-49,0,57150-66433,zoho,Retention,2732.7367438166193,0.10875787317024352,0.17515710094808457,16,3.3452569924079887,14.517529787590991,24,8-9,5,0-4,2466,isConfid,isConfid,0
7562,7562,7562,7562,7562,CUST7563,46-49,1,20014-29297,affiliate,Consideration,5202.592464447614,0.11170016422941749,0.0870725481641702,25,5.684310110819772,7.381542840991512,61,8-9,6,5-9,2493,isConfid,isConfid,1
7563,7563,7563,7563,7563,CUST7564,42-45,0,29298-38581,bing,Consideration,6600.017448089826,0.1878388627477768,0.19426204468557792,12,4.078765778870933,10.307769360877543,33,16-17,4,5-9,2773,isConfid,isConfid,1
7564,7564,7564,7564,7564,CUST7565,54-57,0,29298-38581,baidu,Conversion,1342.6365713979144,0.06225473642475965,0.09773022945226993,4,2.800179146250103,8.175652039370716,24,0-1,9,5-9,1291,isConfid,isConfid,1
7565,7565,7565,7565,7565,CUST7566,30-33,1,75718-85001,gmail,Awareness,3699.937241889176,0.008358055275812425,0.17056350005695775,18,2.4495821785606644,0.5231904515275081,72,18-19,3,5-9,2121,isConfid,isConfid,1
7566,7566,7566,7566,7566,CUST7567,22-25,1,103570-112853,outlook,Awareness,8020.080848221131,0.10724894993744415,0.019380020817911393,41,3.817997122919816,2.8668698305725817,7,18-19,7,5-9,2569,isConfid,isConfid,0
7567,7567,7567,7567,7567,CUST7568,42-45,0,140706-149989,twitter ads,Consideration,2539.56198290214,0.2519397519361629,0.0929610848041945,8,7.087189664495817,4.380191480632721,52,0-1,2,5-9,2611,isConfid,isConfid,0
7568,7568,7568,7568,7568,CUST7569,18-21,0,66434-75717,blog,Consideration,5074.134018060413,0.12629872811230558,0.1447602974918803,5,9.732953386853962,4.899086399928041,98,0-1,6,5-9,1903,isConfid,isConfid,0
7569,7569,7569,7569,7569,CUST7570,34-37,1,103570-112853,news portal,Retention,6220.823936304803,0.12645403538780886,0.17488192368828573,20,8.59453040814532,10.877890538430377,91,6-7,5,5-9,1273,isConfid,isConfid,1
7570,7570,7570,7570,7570,CUST7571,54-57,0,85002-94285,google ads,Conversion,6705.682955778545,0.14592467113968752,0.12455991476437103,48,2.618810936858679,11.032880897549507,9,12-13,9,0-4,1741,isConfid,isConfid,0
7571,7571,7571,7571,7571,CUST7572,30-33,0,29298-38581,news portal,Awareness,7348.966339685358,0.2252400090777712,0.04344508472989354,21,1.607246302072447,6.68648279810498,77,8-9,7,5-9,3168,isConfid,isConfid,1
7572,7572,7572,7572,7572,CUST7573,42-45,0,29298-38581,partner site,Awareness,8646.330260879997,0.1519591266714666,0.1794137326806002,38,7.116863495636967,5.971205195686112,92,6-7,5,5-9,2924,isConfid,isConfid,0
7573,7573,7573,7573,7573,CUST7574,46-49,0,131422-140705,duckduckgo,Consideration,4040.1794587160534,0.03374183659653223,0.1198412711183797,47,1.4911545123509162,3.1411382125929874,0,4-5,1,5-9,3240,isConfid,isConfid,1
7574,7574,7574,7574,7574,CUST7575,46-49,1,29298-38581,online directory,Consideration,7158.864719216433,0.07006432970761053,0.026770306684552676,4,8.808908446028646,1.0384740480009755,57,6-7,4,0-4,1947,isConfid,isConfid,0
7575,7575,7575,7575,7575,CUST7576,34-37,0,57150-66433,yahoo,Conversion,7392.247177671524,0.06928381418895166,0.10138436507787607,21,8.315628768692427,9.044042753742211,18,6-7,3,0-4,4353,isConfid,isConfid,0
7576,7576,7576,7576,7576,CUST7577,38-41,0,122138-131421,duckduckgo,Awareness,2988.729565261301,0.15786259446501816,0.1411905861729303,49,8.34814884727789,5.455162569617575,77,2-3,2,0-4,2124,isConfid,isConfid,0
7577,7577,7577,7577,7577,CUST7578,38-41,1,66434-75717,protonmail,Conversion,9926.454245768307,0.024563819717561386,0.10014566634346526,6,6.067180212219013,7.828301427041874,19,8-9,5,5-9,3924,isConfid,isConfid,1
7578,7578,7578,7578,7578,CUST7579,50-53,0,29298-38581,gmail,Awareness,8660.526987210069,0.0913449350850323,0.17314432824673,25,9.877412543468079,13.387248054404303,47,6-7,4,5-9,2125,isConfid,isConfid,0
7579,7579,7579,7579,7579,CUST7580,54-57,1,131422-140705,linkedin ads,Consideration,2763.969916893231,0.19292234537642292,0.09370745966907358,24,5.048099048634857,10.251316697668669,99,12-13,2,0-4,526,isConfid,isConfid,0
7580,7580,7580,7580,7580,CUST7581,30-33,0,57150-66433,partner site,Conversion,6956.356721556614,0.11613264549047302,0.11569547861622179,4,9.908359094494386,11.802103040550517,71,18-19,5,0-4,730,isConfid,isConfid,0
7581,7581,7581,7581,7581,CUST7582,66-69,0,122138-131421,online directory,Retention,7210.236118934642,0.2187762300417964,0.04889906727852162,31,8.79809022629762,3.2107802303867214,57,18-19,3,0-4,3105,isConfid,isConfid,0
7582,7582,7582,7582,7582,CUST7583,66-69,0,122138-131421,news portal,Consideration,4436.314996852111,0.12921365421472703,0.10585438179660829,7,1.984768172820422,0.8578800764643981,37,14-15,6,5-9,2260,isConfid,isConfid,1
7583,7583,7583,7583,7583,CUST7584,58-61,1,94286-103569,online directory,Retention,8778.816243864094,0.2933598337750743,0.054877943095417527,8,8.953776288531497,2.509724853593365,41,4-5,0,0-4,3759,isConfid,isConfid,0
7584,7584,7584,7584,7584,CUST7585,34-37,0,112854-122137,yahoo,Retention,7197.245196839502,0.2902314644414724,0.04900426222256726,27,3.84613092233702,11.429246358011525,87,12-13,2,5-9,396,isConfid,isConfid,1
7585,7585,7585,7585,7585,CUST7586,30-33,1,140706-149989,linkedin,Retention,6700.408979108401,0.24670413091254945,0.06463258955423513,19,8.043993465112582,7.130820934419285,6,8-9,4,5-9,1751,isConfid,isConfid,1
7586,7586,7586,7586,7586,CUST7587,18-21,0,20014-29297,yahoo,Awareness,2339.952382380424,0.28643705337342185,0.017594048078331,3,1.020646630697212,3.68823801958028,68,18-19,1,5-9,1852,isConfid,isConfid,1
7587,7587,7587,7587,7587,CUST7588,18-21,0,103570-112853,instagram,Retention,4091.204805528229,0.0741955164156671,0.04305495746643059,2,3.460492099932861,14.157397660515512,77,10-11,8,0-4,4278,isConfid,isConfid,1
7588,7588,7588,7588,7588,CUST7589,38-41,0,75718-85001,linkedin,Awareness,4365.620354726431,0.22884452772385067,0.09032018635281645,43,7.759794777309532,7.70394788306269,72,12-13,9,5-9,1262,isConfid,isConfid,1
7589,7589,7589,7589,7589,CUST7590,54-57,1,131422-140705,instagram,Conversion,7156.63030390887,0.10731719466344791,0.0332473776896775,40,9.735693915304877,5.815723878577464,19,18-19,0,5-9,4032,isConfid,isConfid,0
7590,7590,7590,7590,7590,CUST7591,50-53,0,38582-47865,duckduckgo,Consideration,6253.243730602379,0.21628637082067254,0.03861394019579351,41,2.5775750757293876,14.278721595290964,51,4-5,3,0-4,1257,isConfid,isConfid,1
7591,7591,7591,7591,7591,CUST7592,46-49,1,20014-29297,facebook,Awareness,901.931235058669,0.1147778151352421,0.19568837027366467,10,5.010894679067099,2.4163361466321276,25,10-11,3,5-9,2644,isConfid,isConfid,1
7592,7592,7592,7592,7592,CUST7593,22-25,0,94286-103569,yahoo,Awareness,3120.6357504982648,0.09189091442797576,0.09040970781751195,47,6.311645485609353,9.327316071989525,88,18-19,1,5-9,2408,isConfid,isConfid,0
7593,7593,7593,7593,7593,CUST7594,34-37,0,85002-94285,facebook ads,Conversion,4735.680528495106,0.28698750196138106,0.08658929330840953,28,9.637523063520163,11.473099737814415,83,0-1,9,5-9,1426,isConfid,isConfid,1
7594,7594,7594,7594,7594,CUST7595,54-57,0,29298-38581,linkedin ads,Conversion,7489.762391555004,0.07186359280996182,0.06007407671956591,42,5.0146811695105615,14.268106835141776,55,0-1,0,5-9,4244,isConfid,isConfid,0
7595,7595,7595,7595,7595,CUST7596,42-45,0,103570-112853,twitter ads,Consideration,7405.495803492671,0.22970839138245744,0.10643848944146032,21,9.574376461660663,12.242553923189487,69,16-17,0,0-4,250,isConfid,isConfid,1
7596,7596,7596,7596,7596,CUST7597,22-25,0,75718-85001,baidu,Conversion,4893.841046736881,0.20682905007600375,0.12325093560386818,7,9.915146762146348,4.850652289747249,70,12-13,9,0-4,1272,isConfid,isConfid,0
7597,7597,7597,7597,7597,CUST7598,22-25,1,57150-66433,yahoo,Awareness,1384.5486656563417,0.10226419600393138,0.09112014981868903,45,9.479113663621606,4.420521905807803,99,8-9,9,0-4,4540,isConfid,isConfid,1
7598,7598,7598,7598,7598,CUST7599,34-37,0,131422-140705,outlook,Consideration,2873.0418679843115,0.1512597987003761,0.08466577003518984,33,7.617708205081998,1.893934177604636,61,4-5,4,5-9,2065,isConfid,isConfid,0
7599,7599,7599,7599,7599,CUST7600,30-33,1,122138-131421,linkedin,Consideration,2527.7615668400285,0.04692565511324152,0.14298481629752283,30,2.0900551686785946,2.9250251948668016,61,14-15,9,5-9,4326,isConfid,isConfid,1
7600,7600,7600,7600,7600,CUST7601,66-69,0,122138-131421,partner site,Consideration,7822.967830001057,0.2762775098715717,0.190940832656343,3,6.464652549856197,10.962812147335073,35,0-1,0,5-9,2008,isConfid,isConfid,1
7601,7601,7601,7601,7601,CUST7602,58-61,0,131422-140705,news portal,Retention,2005.5363060695183,0.297437485031376,0.17601012453329004,14,7.789519739196499,4.32982509717149,19,4-5,3,0-4,3684,isConfid,isConfid,0
7602,7602,7602,7602,7602,CUST7603,54-57,0,38582-47865,tiktok,Retention,4732.336591852931,0.22123138695414518,0.024265122535266456,17,9.555765835057668,6.663397864586198,17,12-13,3,5-9,2877,isConfid,isConfid,0
7603,7603,7603,7603,7603,CUST7604,54-57,1,47866-57149,blog,Awareness,6550.931510208669,0.24307687395966573,0.13558464136247692,10,8.014465870044612,10.979812020600924,71,6-7,3,5-9,3375,isConfid,isConfid,1
7604,7604,7604,7604,7604,CUST7605,26-29,0,85002-94285,online directory,Retention,9645.927257094361,0.028864525304969878,0.0149246328709364,26,5.8992800911087135,10.425301224590854,26,14-15,4,0-4,3407,isConfid,isConfid,0
7605,7605,7605,7605,7605,CUST7606,22-25,1,75718-85001,affiliate,Conversion,9853.799801824998,0.13113161247395277,0.1286676839362575,18,3.136284870969424,11.872080537930865,4,14-15,1,5-9,4870,isConfid,isConfid,1
7606,7606,7606,7606,7606,CUST7607,58-61,1,20014-29297,bing,Consideration,9662.599094652855,0.1104802130679291,0.09937627802057317,49,4.823901328658091,1.3571777899941468,94,8-9,2,5-9,2088,isConfid,isConfid,0
7607,7607,7607,7607,7607,CUST7608,18-21,1,47866-57149,yahoo,Awareness,7173.147755768796,0.17548457428548914,0.10872895381961016,8,6.769531707096767,9.05856711090312,45,12-13,6,0-4,4458,isConfid,isConfid,1
7608,7608,7608,7608,7608,CUST7609,26-29,0,75718-85001,baidu,Conversion,7571.97415449577,0.05262044833594756,0.12021483719475895,24,3.8871047452309146,13.214736968723994,40,2-3,9,5-9,6,isConfid,isConfid,1
7609,7609,7609,7609,7609,CUST7610,58-61,1,47866-57149,linkedin,Consideration,7767.450017294895,0.16660963469268691,0.15553047225913735,21,4.976134602334757,5.815177716977853,84,6-7,8,5-9,2932,isConfid,isConfid,0
7610,7610,7610,7610,7610,CUST7611,50-53,1,66434-75717,facebook ads,Conversion,8758.362667651609,0.20012740878284396,0.14585412634057632,22,1.309283641323242,3.6307047713062643,51,0-1,4,5-9,2932,isConfid,isConfid,0
7611,7611,7611,7611,7611,CUST7612,38-41,1,29298-38581,blog,Retention,9625.979504033545,0.043369301597853745,0.01813179097417578,36,8.966080478763258,1.6953133949264119,2,6-7,4,0-4,1745,isConfid,isConfid,1
7612,7612,7612,7612,7612,CUST7613,38-41,1,75718-85001,outlook,Conversion,4382.3159046632445,0.05173963582626555,0.1527442617887471,9,1.1592210794376498,13.621272436569036,57,2-3,8,5-9,1484,isConfid,isConfid,1
7613,7613,7613,7613,7613,CUST7614,38-41,0,29298-38581,yahoo,Retention,4334.2084498299055,0.010507081322596517,0.17072970265735765,16,4.804188429802911,0.5808977470377236,89,10-11,7,0-4,2560,isConfid,isConfid,0
7614,7614,7614,7614,7614,CUST7615,50-53,0,94286-103569,zoho,Conversion,4774.537631983956,0.22830543166976872,0.021006367115933986,12,5.671307593482317,11.979088248303196,80,12-13,7,5-9,2496,isConfid,isConfid,0
7615,7615,7615,7615,7615,CUST7616,46-49,1,57150-66433,partner site,Awareness,6830.194668656412,0.10443675952619272,0.07455702799492733,3,9.67968925772534,4.364648981662043,93,8-9,4,0-4,8,isConfid,isConfid,1
7616,7616,7616,7616,7616,CUST7617,54-57,0,112854-122137,linkedin ads,Retention,7831.644146793487,0.07593642419625601,0.15839479157565828,31,9.485658760068628,4.059943995734838,86,12-13,3,0-4,1211,isConfid,isConfid,1
7617,7617,7617,7617,7617,CUST7618,62-65,0,112854-122137,outlook,Retention,8736.888156049585,0.23158612990491273,0.10634045648679104,27,7.05380405206437,2.369536140148907,24,2-3,2,5-9,4372,isConfid,isConfid,0
